좋은 친구부터,실은 나 음악 방송을 정말 좋아해~ 집에서 심심하지도 않고 최신 곡도 알 수 있잖아! 너한테도 적극 추천해!,,
,> 먹기 전에 꾸미는 건 필수지! 저번엔 무지갯빛 크림을 올리고 xx를 통째로 토핑했다구! 언제 한번 너한테도 만들어줄까?,,
,"> 근데 xx가 있으면 금상첨화야! 찍어 먹으면 얼마나 맛있는데~ 앗, 너만 알고 있어! 다른 애들한텐 비밀이다? 몽땅 다 팔리면 안 된다구!",,
,> 색깔이랑 실루엣도 완전 귀엽구 나랑 닮아서 친근감이 들거든! 그래! 내가 유명해지면 패션 브랜드를 하나 만들어서 브랜드 로고로 삼을까?,,
,,,
,"난 아이돌 지망생이니까 아무래도 xx에서 항상 화제의 중심이고 싶거든~ xx야, 부탁할게! 나에 대한 소문을 은근슬~쩍 흘려주지 않을래? 요즘 입소문 무시 못 하잖아? '1억 명에 한 명 볼까 말까 한 미소녀 발견!' 이런 거 말야~! 알았지?",,
,너도 그거 들었어? 내가 사실 악당과 싸우는 마법소녀 러블리 xx라는 소문 이거 진짜 아무한테도 말하면 안 돼! 에헤헤~ 장난이야! 실은 예전에 아르바이트로 일했었어! 재밌는 소문 덕에 지명도가 오른다면 나야 좋으니깐 이런 소문은 얼마든지 퍼트려 줘도 돼~!,,
베스트 프렌드 타입 A,뜬금없는 얘기긴 한데 난 무서운 놀이 기구를 진짜 좋아해! 무섭긴 엄청 무서운데 한번 타보면 그 짜릿함을 잊을 수가 없다니까~! xx는 어떤 놀이 기구를 좋아해?,,
,선택지,롤러코스터,> 롤러코스터 좋지~! 크게 소리치면 스트레스도 풀리고 가슴이 뻥 뚫리잖아! 그치만 아이돌답지 않게 걸걸한 목소리로 소리를 질러서 살짝 고민이야~!
,,워터 슬라이드,> 여름에 워터 슬라이드를 타면 시원하고 완전 신나지! 그치만 겨울에 타기엔 너무 추운 게 흠이야~ 소리를 지르다가 그대로 얼어서 한참 동안 입이 다물어지지 않았다니까~!
,,번지 점프,"> 높은 곳에서 단번에 추락하는 그 감각! 진~짜 짜릿하지~! 근데 그거 말이야, 출발 지점에 선 순간이 제일 떨리지 않아? 나중에 아이돌이 돼서 콘서트 무대에 설 때도 그런 느낌일까~?!"
,,,
,오늘은 특별히 아이돌의 표정 연기 비결을 너한테 전수해줄게! 아이돌이라고 예쁜 표정만 짓는 게 아냐! 상황에 맞는 표정 연기가 중요하다구! 예를 들면~,,
,> 드라마에서 왕의 연기를 할 땐 가슴을 펴고 이렇게 하는 거야! 요즘 아이돌은 연기 실력도 필수니까 더 다양한 표정을 연구하려고 해!,,
,> 예능 방송에서 웃을 땐 이렇게 하는 거야! 시원시원하게 웃어야 카메라도 날 더 많이 잡아줄 테니까 말야!,,
,> 모델로 무대에 서서 멋진 포즈를 취할 땐 이렇게! 등을 쭉 펴고 내 매력을 어필하는 게 포인트지!,,
,,,
,나는 춤에는 자신 있는데 그래도 한 번쯤은 제대로 된 레슨을 받아보고 싶어~ 예를 들면,,
,> 삼바 같은 거~! 삼바 리듬은 듣기만 해도 완전 신나잖아~! 아~! 생각만 했는데 몸이 제멋대로 움직여서 멈출 수가 없어~!,,
,> 클래식 발레! 발끝에서 머리끝까지 너무 아름답고 멋지지 않아? 토슈즈와 하늘하늘한 발레복 딱 한 번만 입어보고 싶다~! 실은 발레리나의 몸짓이 너무 아름다워서 발끝으로 걷는 연습을 해봤는데 금방 다리에 쥐가 나더라구~!,,
,> 훌라 댄스 같은 거! 의상도 너무 귀여워~! 다음에 쇼핑하러 나가면 머리에 꽂을 히비스커스 장식을 사봐야겠다~!,,
,,,
,나는 춤에는 자신 있는데 그래도 한 번쯤은 제대로 된 레슨을 받아보고 싶어~ 예를 들면,,
,> 탭 댄스가 너무 멋지더라구~! 춤추면서 리듬까지 표현할 수 있다니 진짜 대단하지 않아?! 앗 혹시 이런 게 바로 두 마리 토끼 잡기?!,,
,> 힙! 합! 댄스다YO! 댄스도 라임도 완벽하ZI! 난 스텝! 넌 클랩! 시작이YA! 나 완전 만능 아이돌 아냐? 힙합 댄스는 필수! 무대는 내가 접수!,,
,> 플라멩코 같은 거~! 음악도 정열적이라서 한번 시작하면 푹 빠질 것 같아! 그리고 무엇보다 옷이 너무 예뻐서 전부터 입어보고 싶었거든~!,,
,,,
,"저번에 TV에서 본 금붕어 건지기 대회, 진~짜 재밌었어! 챔피언 상품이 커다란 금붕어 베개였거든! 너무 리얼하게 생겨서 꿈에 나올 것 같긴 했는데 그래도 너무 갖고 싶더라~!",,
,"저번에 TV에서 본 무표정 대회, 진~짜 재밌었어! 발바닥을 살살 간지럽혀도 완벽하게 웃음을 참은 사람이 챔피언이 되는 거였거든! 나도 참는 거 잘하는데 나가면 순위 안에 들 수 있지 않을까~?",,
,"저번에 TV에서 본 자는 척하기 대회, 진~짜 재밌었어! 옆에서 웃긴 얘기를 하고 장난을 쳐도 절대 눈을 뜨면 안 되는 대회인데 얼마나 치열했는지 말도 못 해! 우승한 사람은 진짜 잠들어버려서 대회가 끝났는데도 안 일어나더라구~!",,
,,,
,"나 있잖아, 승부욕이 꽤 강한 편이야!",,
,> '자명종 빨리 끄기' 만큼은 xx도 절대 날 못 이길걸?,,
,> '사인 연습량' 만큼은 xx도 날 이길 수 없을걸?,,
,> '우산을 깜박해서 비 맞는 횟수' 만큼은 xx도 날 이길 수 없을걸?,,
,,,
,요즘 창작 댄스에 심혈을 기울이고 있어! 창작 댄스는 주제를 하나 정해서 그 주제에 맞게 춤을 만드는 거야!,,
,> 이번엔 xx한테 빌린 이 책을 주제로 정했어~! 우선은 책을 읽어야 하는데 그 책 두께가 어마어마해서 자꾸 꾸벅꾸벅 졸게 돼!,,
,> 이번 창작 댄스의 주제는 바로 바로 xx! 이렇게 정한 것까진 좋았는데 우선 주제를 체험하는 것부터 시작했다가 거기에 너무 열중한 나머지 춤은 하나도 못 만들었어~!,,
,> 이번 주제는 xx의 기분을 표현하기야! 근데 문제가 하나 있어~ 사물의 기분을 상상하는 데 머리를 너무 많이 써서 단게 자꾸 땡기는 거 있지?,,
베스트 프렌드 타입 B,내가 엄청 좋아하는 게임 '토용의 전설' 시리즈의 속편이 드디어 나왔어~! 시간 가는 줄 모르고 플레이해서 요새 계속 잠이 부족해 마니아층이 좋아하는 장르인데 클리어하기 전까지는 절대로 포기하지 않을 거야!,,
,내가 엄청 좋아하는 게임 '슈퍼 토용브라더스' 시리즈의 속편이 드디어 나왔어~! xx한테도 같이하자고 권해봤는데 별로 관심이 없어 보이더라구~ 내가 좋아하는 게임은 왠지 나 말고는 하는 사람이 거의 없더라,,
,,,
,나는 예전에 별로 눈에 띄지 않는 편이었어~ 근데 아이돌을 꿈꾸고 그 꿈을 위해서 노력하기 시작하면서 조금씩 자신감이 생기더라! 요즘엔 개성적이라는 말을 자주 듣는 편이어서 너무 기뻐~!,,
,,,
,역시 뭐니 뭐니 해도 가수 중엔 K.K. 오빠가 최고지~,,
,> 그 감미로운 노랫소리 아~! 생각만 해도 가슴이 두근거려~ 록부터 발라드까지 어떤 장르든 소화하는 최고의 가수야~! 다음에 공연에 가면 용기를 내서 사인해달라고 부탁해봐야지~!,,
,> 내가 좋아하는 곡은 xx야! 가슴을 울리는 독특한 멜로디가 매력적인 곡이지~!,,
,> 내가 좋아하는 곡은 xx야! 그 곡만 들으면 감정이 북받쳐서 눈물이 멈추질 않아~!,,
,,,
,나는 남들에 비해 만화책을 많이 읽는 편이야~,,
,> 요즘 읽고 있는 건 '너의 목젖이 사랑스러워'라는 순정 만화야~ 읽고 있으면 가슴이 콩닥콩닥 뛰는 내용이라구~! 틀림없이 곧 '너목사' 열풍이 불게 될 거야~!,,
,> 요즘 읽고 있는 건 '얼씨구 성실맨'이라는 학교가 배경인 만화야~ 매사에 진지하고 성실한 주인공이 축제의 매력에 빠져서 점점 활발해지는데 만화책에서 눈을 뗄 수가 없더라~! 나도 지금보다 더 열심히! 생활을 만끽하면서 지내야겠어~!,,
,> 요즘 읽고 있는 건 '명탐정 짝짝이'라는 추리 만화야! 주인공은 짝짝이 양말을 신고 부스스한 머리를 한 탐정인데 사건을 척척 해결해나가지! 근데 왜 양말이 짝짝이인지는 아직 밝혀지지 않았어!,,
,,,
,"아, 그러고 보니까 xx한테 추천하고 싶은 만화가 있어~!",,
,> '부엌의 요정'이라는 요리 만화인데 알아~? 주인공이 사는 아파트 부엌에 어느 날 갑자기 요정이 나타나서 함께 살게 되는 내용이야! 근데 이름만 요정이지 설거지를 도와주거나 그런 건 전혀 없고 요정 밥을 요 정도밖에 못 주냐! 이런 재미없는 말장난만 늘어놓는 아저씨 요정이다?! 진짜 어이없지~! 주인공한테 좋을 게 하나도 없잖아! 그런 요정이랑 살아서 뭐 해~!,,
,> '안경 공화국'이라는 개그 만화인데 알아~? 안경 쓴 사람만 들어갈 수 있는 회사에 도수 없는 안경을 쓰고 갔다가 합격한 시력 1.5의 프로그래머가 주인공이야~ 기습 시력 검사를 받는 내용에서 손에 땀을 쥐게 만든다니까~!,,
,> '털보 달마의 모험'이라는 액션 만화인데 알아~? 털보 달마라는 주인공이 전설 속의 보물을 찾아 모험하는 이야기야~ 조기 구입 특전으로 '전설의 면도기'를 준대서 예약까지 해서 샀는데 맨날 수염만 깎고 있고 모험은 시작할 기미도 안 보이더라구~,,
,,,
,좋아하는 가수의 공연에 가면 흥분돼서 떨리는 가슴을 주체할 수가 없다니까~!,,
,> 얼마 전에 내가 진짜 좋아하는 K.K. 오빠 공연 때 입으려고 티셔츠를 직접 만들었어~! 멀리서도 눈에 띄는 분홍 티셔츠에 '눈썹'이라는 글씨를 새겨봤지! 아이디어 짱이지 않아?! 근데 xx한테 같이 입자고 했더니 싫다고 그러더라~?,,
,"> 역시 공연 응원 하면 플래카드를 빼놓을 수 없지~ 나도 저번에 직접 K.K. 오빠 플래카드를 만들었거든! 어쩌면 나, 공예의 천재일지도 몰라! 내가 만든 걸 보고 내가 깜짝 놀랐다니까~!",,
,"> 그냥 가도 재밌지만 응원 도구가 있으면 공연을 두 배로 즐길 수 있어! 내가 K.K. 오빠 공연에서 쓰는 응원 도구들은 다 직접 만든 거야~ 플래카드, 응원봉, 현수막까지! 공연마다 따라다니려면 돈이 드니까 아끼고 아껴서 제작하고 있어~!",,
,,,
,음악 잡지에 내가 좋아하는 가수가 한 페이지라도 나오면 망설임 없이 사는 편이야~ 그렇게 뜯어서 스크랩해놓은 걸 감상하는 게 요즘 내 삶의 낙이라구~ 다음에 xx한테도 내 스크랩북 보여줄게! 하루가 순식간에 지나갈 거야!,,
,,,
,난 인기 있는 아티스트 정보를 누구보다 빨리 얻고 싶어서 모든 음악 방송을 섭렵하고 있어!,,
,"> 괜찮은 프로그램을 하나 꼽자면 '숲챔'을 제일 추천해! 아, '숲챔피언'의 줄임말이야! 시간대가 괜찮아서 최신곡을 챙겨 듣기 딱 좋아~ 그리고 매주 잘생긴 아이돌 그룹이 많이 나와서 보기만 해도 즐겁다구~!",,
,> 물론 다 실시간으로 챙겨 보기는 힘드니까 녹화해서 보는 경우가 많아그치만 좋아하는 가수가 나오면 밤늦은 시간에도 꾹 참고 버티는 편이야! 물론 그 다음 날은 늦잠을 피할 수가 없지,,
,,,
,과자에 덤으로 딸려오는 장난감은 덤인데도 퀄리티가 꽤 좋지 않아? 괜히 갖고 싶어진단 말이지~,,
,> 얼마 전에 산 과자에 들어 있던 건 모형 장난감이었어 설명서에는 규칙이 자세하게 적혀 있고 재현도가 장난 아니더라구~! 별로 갖고 놀 것 같진 않지만,,
,> 얼마 전에 산 과자에는 숲의 디저트 아이돌 지우개의 xx가 들어 있었어! 원하던 게 나와서 너무 신났어~! 근데 소장용으로 하나 더 필요해서 다음에 또 사러 가려구!,,
,> 얼마 전에 산 과자에는 아이돌 xx의 아크릴 키홀더가 들어 있었다구! 레어한 건데 운이 좋았어~! 지저분해지지 않게 커버를 씌워서 좋아하는 가방에 달았지!,,
